"Code","Year","Entity","Fossil.fuels..TWh.growth...sub.method.","Coal..TWh.growth...sub.method.","Gas..TWh.growth...sub.method.","Oil..TWh.growth...sub.method.","region","sub.region"
"GRC",1967,"Greece",8.955,-1.082,0,10.036,"Europe","Southern Europe"
"GRC",2006,"Greece",9.764,-8.391,4.661,13.494,"Europe","Southern Europe"
"GRC",1973,"Greece",24.76,8.153,0,16.607,"Europe","Southern Europe"
"GRC",1991,"Greece",-1.419,-3.555,-0.02,2.156,"Europe","Southern Europe"
"GRC",2012,"Greece",-25.205,2.809,-3.722,-24.293,"Europe","Southern Europe"
"GRC",1982,"Greece",2.21,0.698,0.844,0.669,"Europe","Southern Europe"
"GRC",1987,"Greece",22.043,9.502,0.161,12.38,"Europe","Southern Europe"
"GRC",1985,"Greece",11.941,9.676,-0.053,2.319,"Europe","Southern Europe"
"GRC",1971,"Greece",22.223,13.933,0,8.29,"Europe","Southern Europe"
"GRC",2003,"Greece",13.276,0.562,2.715,9.999,"Europe","Southern Europe"
"GRC",1992,"Greece",6.852,3.917,-0.121,3.056,"Europe","Southern Europe"
"GRC",1990,"Greece",15.041,1.303,0.034,13.704,"Europe","Southern Europe"
"GRC",1976,"Greece",21.186,13.642,0,7.544,"Europe","Southern Europe"
"GRC",2002,"Greece",-0.147,-4.11,1.46,2.503,"Europe","Southern Europe"
"GRC",1997,"Greece",10.291,7.034,1.416,1.841,"Europe","Southern Europe"
"GRC",1999,"Greece",-3.274,-3.922,6.459,-5.811,"Europe","Southern Europe"
"GRC",1994,"Greece",4.436,0.202,-0.528,4.763,"Europe","Southern Europe"
"GRC",1986,"Greece",-0.802,-3.21,0.308,2.1,"Europe","Southern Europe"
"GRC",2011,"Greece",-3.088,0.344,8.694,-12.126,"Europe","Southern Europe"
"GRC",1977,"Greece",7.989,5.641,0,2.349,"Europe","Southern Europe"
"GRC",2013,"Greece",-29.324,-13.398,-4.961,-10.966,"Europe","Southern Europe"
"GRC",2007,"Greece",15.964,5.309,8.175,2.48,"Europe","Southern Europe"
"GRC",1993,"Greece",4.337,-0.041,-0.385,4.763,"Europe","Southern Europe"
"GRC",1978,"Greece",0.84,-10.455,0,11.296,"Europe","Southern Europe"
"GRC",2005,"Greece",1.047,-1.46,0.178,2.329,"Europe","Southern Europe"
"GRC",1975,"Greece",24.333,17.747,0,6.586,"Europe","Southern Europe"
"GRC",2017,"Greece",19.413,5.088,8.235,6.091,"Europe","Southern Europe"
"GRC",1981,"Greece",-4.596,-0.465,0,-4.131,"Europe","Southern Europe"
"GRC",1995,"Greece",8.529,-0.317,-0.043,8.889,"Europe","Southern Europe"
"GRC",1996,"Greece",6.392,-2.555,0.063,8.883,"Europe","Southern Europe"
"GRC",2015,"Greece",-4.594,-12.657,2.271,5.792,"Europe","Southern Europe"
"GRC",1980,"Greece",-1.453,0,0,-1.453,"Europe","Southern Europe"
"GRC",1966,"Greece",4.757,-0.047,0,4.803,"Europe","Southern Europe"
"GRC",2014,"Greece",-13.752,-3.163,-8.864,-1.724,"Europe","Southern Europe"
"GRC",1974,"Greece",-4.362,2.896,0,-7.258,"Europe","Southern Europe"
"GRC",2009,"Greece",-19.809,1.039,-6.495,-14.352,"Europe","Southern Europe"
"GRC",2018,"Greece",-7.306,-2.604,-1.007,-3.695,"Europe","Southern Europe"
"GRC",1989,"Greece",22.847,6.455,0.013,16.379,"Europe","Southern Europe"
"GRC",1969,"Greece",3.552,-0.849,0,4.401,"Europe","Southern Europe"
"GRC",1984,"Greece",7.295,3.85,0.081,3.365,"Europe","Southern Europe"
"GRC",1970,"Greece",9.923,3.85,0,6.073,"Europe","Southern Europe"
"GRC",1972,"Greece",16.81,2.954,0,13.856,"Europe","Southern Europe"
"GRC",1983,"Greece",4.726,10.479,-0.04,-5.713,"Europe","Southern Europe"
"GRC",2016,"Greece",-5.072,-14.749,9.264,0.413,"Europe","Southern Europe"
"GRC",2019,"Greece",-2.78,-14.66,4.266,7.614,"Europe","Southern Europe"
"GRC",1988,"Greece",14.744,9.374,0.259,5.111,"Europe","Southern Europe"
"HKG",1999,"Hong Kong",2.388,-7.375,2.899,6.864,"Asia","Eastern Asia"
"HKG",2000,"Hong Kong",8.854,7.036,-2.988,4.805,"Asia","Eastern Asia"
"HKG",1968,"Hong Kong",2.735,-0.279,0,3.014,"Asia","Eastern Asia"
"HKG",1985,"Hong Kong",3.705,7.594,0,-3.889,"Asia","Eastern Asia"
"HKG",2010,"Hong Kong",12.149,-10.825,7.021,15.953,"Asia","Eastern Asia"
"HKG",1971,"Hong Kong",2.578,0.07,0,2.508,"Asia","Eastern Asia"
"HKG",2007,"Hong Kong",18.262,7.264,-1.813,12.81,"Asia","Eastern Asia"
"HKG",1979,"Hong Kong",1.746,-0.012,0,1.758,"Asia","Eastern Asia"
"HKG",1973,"Hong Kong",2.048,-0.07,0,2.118,"Asia","Eastern Asia"
"HKG",1982,"Hong Kong",7.941,10.002,0,-2.061,"Asia","Eastern Asia"
"HKG",2004,"Hong Kong",30.122,-5.209,7.713,27.617,"Asia","Eastern Asia"
"HKG",1995,"Hong Kong",12.588,4.71,0.304,7.574,"Asia","Eastern Asia"
"HKG",1991,"Hong Kong",5.032,5.047,0,-0.016,"Asia","Eastern Asia"
"HKG",2017,"Hong Kong",24.295,-4.928,-0.104,29.327,"Asia","Eastern Asia"
"HKG",2012,"Hong Kong",-12.585,-1.35,-2.266,-8.968,"Asia","Eastern Asia"
"HKG",2003,"Hong Kong",7.973,16.627,-9.63,0.976,"Asia","Eastern Asia"
"HKG",2006,"Hong Kong",15.66,-0.128,2.438,13.35,"Asia","Eastern Asia"
"HKG",2008,"Hong Kong",-21.161,-7.276,4.037,-17.921,"Asia","Eastern Asia"
"HKG",1978,"Hong Kong",2.733,-0.023,0,2.756,"Asia","Eastern Asia"
"HKG",1967,"Hong Kong",5.167,-0.244,0,5.411,"Asia","Eastern Asia"
"HKG",2001,"Hong Kong",51.945,29.239,0.26,22.447,"Asia","Eastern Asia"
"HKG",2002,"Hong Kong",-5.988,-17.7,-1.419,13.131,"Asia","Eastern Asia"
"HKG",1970,"Hong Kong",3.182,-0.174,0,3.356,"Asia","Eastern Asia"
"HKG",1996,"Hong Kong",-0.09,-16.736,18.965,-2.319,"Asia","Eastern Asia"
"HKG",1998,"Hong Kong",3.541,9.932,-1.861,-4.53,"Asia","Eastern Asia"
"HKG",1997,"Hong Kong",2.102,-7.56,10.818,-1.156,"Asia","Eastern Asia"
"HKG",2011,"Hong Kong",7.875,13.724,-7.318,1.469,"Asia","Eastern Asia"
"HKG",1987,"Hong Kong",10.429,11.572,0,-1.143,"Asia","Eastern Asia"
"HKG",2009,"Hong Kong",26.004,3.526,-0.858,23.336,"Asia","Eastern Asia"
"HKG",1986,"Hong Kong",4.823,6.21,0,-1.388,"Asia","Eastern Asia"
"HKG",2018,"Hong Kong",2.258,0,-0.988,3.245,"Asia","Eastern Asia"
"HKG",2005,"Hong Kong",-11.436,6.456,0.058,-17.95,"Asia","Eastern Asia"
"HKG",1975,"Hong Kong",-3.43,-0.012,0,-3.419,"Asia","Eastern Asia"
"HKG",1988,"Hong Kong",17.63,8.99,0,8.64,"Asia","Eastern Asia"
"HKG",1993,"Hong Kong",15.573,11.549,0,4.025,"Asia","Eastern Asia"
"HKG",1977,"Hong Kong",5.193,-0.012,0,5.204,"Asia","Eastern Asia"
"HKG",1994,"Hong Kong",-17.409,-24.167,0,6.758,"Asia","Eastern Asia"
"HKG",1974,"Hong Kong",1.355,0,0,1.355,"Asia","Eastern Asia"
"HKG",2013,"Hong Kong",8.473,5.58,-1.526,4.42,"Asia","Eastern Asia"
"HKG",1992,"Hong Kong",25.54,4.14,0,21.399,"Asia","Eastern Asia"
"HKG",1984,"Hong Kong",2.32,7.466,0,-5.147,"Asia","Eastern Asia"
"HKG",1989,"Hong Kong",9.21,4.733,0,4.477,"Asia","Eastern Asia"
"HKG",1990,"Hong Kong",-3.502,-7.141,0,3.639,"Asia","Eastern Asia"
"HKG",1972,"Hong Kong",6.594,-0.163,0,6.757,"Asia","Eastern Asia"
"HKG",1981,"Hong Kong",5.013,0.384,0,4.63,"Asia","Eastern Asia"
"HKG",1976,"Hong Kong",9.964,0.023,0,9.941,"Asia","Eastern Asia"
"HKG",2014,"Hong Kong",-7.432,4.35,-0.963,-10.818,"Asia","Eastern Asia"
"HKG",2016,"Hong Kong",8.601,-0.006,0.809,7.798,"Asia","Eastern Asia"
"HKG",1969,"Hong Kong",6.372,-0.291,0,6.663,"Asia","Eastern Asia"
"HKG",2015,"Hong Kong",8.903,-16.825,6.586,19.142,"Asia","Eastern Asia"
"HKG",1980,"Hong Kong",1.633,-0.023,0,1.656,"Asia","Eastern Asia"
"HKG",2019,"Hong Kong",-16.923,-1.199,0.988,-16.713,"Asia","Eastern Asia"
"HKG",1983,"Hong Kong",5.393,14.037,0,-8.645,"Asia","Eastern Asia"
"HKG",1966,"Hong Kong",2.224,-0.198,0,2.422,"Asia","Eastern Asia"
"HRV",2016,"Croatia",1.724,0.526,1.031,0.166,"Europe","Southern Europe"
"HRV",1994,"Croatia",-1.718,-1.477,-1.53,1.289,"Europe","Southern Europe"
"HRV",2012,"Croatia",-7.004,-0.843,-1.826,-4.334,"Europe","Southern Europe"
"HRV",2002,"Croatia",4.121,1.205,0.642,2.275,"Europe","Southern Europe"
"HRV",2019,"Croatia",0.653,0.77,1.26,-1.377,"Europe","Southern Europe"
"HRV",1996,"Croatia",-0.055,-0.368,2.712,-2.399,"Europe","Southern Europe"
"HRV",2005,"Croatia",0.521,-0.072,-0.936,1.529,"Europe","Southern Europe"
"HRV",1997,"Croatia",5.085,1.165,0.923,2.997,"Europe","Southern Europe"
"HRV",2014,"Croatia",-1.698,-0.331,-3.052,1.685,"Europe","Southern Europe"
"HRV",1992,"Croatia",0.225,-0.64,0.865,0,"Europe","Southern Europe"
"HRV",2011,"Croatia",-2.643,0.233,-0.723,-2.153,"Europe","Southern Europe"
"HRV",1991,"Croatia",-21.782,-4.116,-1.887,-15.779,"Europe","Southern Europe"
"HRV",1993,"Croatia",2.848,-0.698,1.368,2.177,"Europe","Southern Europe"
"HRV",2001,"Croatia",2.956,0.568,1.23,1.158,"Europe","Southern Europe"
"HRV",2017,"Croatia",3.453,-3.008,3.753,2.708,"Europe","Southern Europe"
"HRV",2000,"Croatia",-2.954,2.622,0.228,-5.803,"Europe","Southern Europe"
"HRV",2007,"Croatia",5.981,0.632,4.051,1.298,"Europe","Southern Europe"
"HRV",2010,"Croatia",-3.051,2.047,2.664,-7.762,"Europe","Southern Europe"
"HRV",2013,"Croatia",-2.428,0.523,-1.528,-1.423,"Europe","Southern Europe"
"HRV",1995,"Croatia",2.244,-0.44,-1.844,4.527,"Europe","Southern Europe"
"HRV",2006,"Croatia",-0.033,-0.57,-0.303,0.84,"Europe","Southern Europe"
"HRV",2009,"Croatia",-5.909,-2.354,-2.321,-1.235,"Europe","Southern Europe"
"HRV",2003,"Croatia",5.948,0.762,-0.165,5.352,"Europe","Southern Europe"
"HRV",2018,"Croatia",-2.431,-0.315,-0.81,-1.306,"Europe","Southern Europe"
"HRV",2004,"Croatia",-1.946,0.468,1.017,-3.43,"Europe","Southern Europe"
"HRV",1998,"Croatia",4.85,-0.124,-1.012,5.986,"Europe","Southern Europe"
"HRV",1999,"Croatia",-0.478,-0.306,0.35,-0.522,"Europe","Southern Europe"
"HRV",2008,"Croatia",-3.612,0.233,-0.96,-2.886,"Europe","Southern Europe"
"HRV",2015,"Croatia",1.715,-0.477,0.727,1.465,"Europe","Southern Europe"
"HUN",2001,"Hungary",8.399,-2.243,12.257,-1.614,"Europe","Eastern Europe"
"HUN",1971,"Hungary",6.934,-3.442,1.503,8.874,"Europe","Eastern Europe"
"HUN",1968,"Hungary",6.693,-1.372,5.594,2.471,"Europe","Eastern Europe"
"HUN",2008,"Hungary",-7.372,-1.041,-1.675,-4.656,"Europe","Eastern Europe"
"HUN",1994,"Hungary",3.02,-2.783,0.958,4.844,"Europe","Eastern Europe"
"HUN",2003,"Hungary",9.9,0.964,12.508,-3.572,"Europe","Eastern Europe"
"HUN",2009,"Hungary",-27.154,-5.577,-16.386,-5.191,"Europe","Eastern Europe"
"HUN",2005,"Hungary",12.152,-4.43,4.439,12.143,"Europe","Eastern Europe"
"HUN",2010,"Hungary",4.618,1.591,7.718,-4.691,"Europe","Eastern Europe"
"HUN",1975,"Hungary",14.715,-4.582,5.728,13.57,"Europe","Eastern Europe"
"HUN",1991,"Hungary",-21.155,-4.926,-0.869,-15.36,"Europe","Eastern Europe"
"HUN",1976,"Hungary",18.43,1.221,11.524,5.685,"Europe","Eastern Europe"
"HUN",2000,"Hungary",-9.513,-3.178,-2.888,-3.448,"Europe","Eastern Europe"
"HUN",1997,"Hungary",-7.571,-2.235,-6.148,0.812,"Europe","Eastern Europe"
"HUN",1982,"Hungary",1.439,4.024,4.208,-6.792,"Europe","Eastern Europe"
"HUN",2007,"Hungary",-8.486,0.606,-8.745,-0.347,"Europe","Eastern Europe"
"HUN",2012,"Hungary",-19.428,-1.194,-11.736,-6.499,"Europe","Eastern Europe"
"HUN",1986,"Hungary",-4.232,-1.035,6.235,-9.432,"Europe","Eastern Europe"
"HUN",1995,"Hungary",1.88,-0.84,8.508,-5.788,"Europe","Eastern Europe"
"HUN",2004,"Hungary",-1.831,-2.187,-2.021,2.377,"Europe","Eastern Europe"
"HUN",1992,"Hungary",-18.003,-6.548,-12.429,0.974,"Europe","Eastern Europe"
"HUN",1993,"Hungary",-3.614,-5.965,6.878,-4.527,"Europe","Eastern Europe"
"HUN",1990,"Hungary",-3.396,-2.218,-5.289,4.111,"Europe","Eastern Europe"
"HUN",1998,"Hungary",3.331,-1.41,0.784,3.957,"Europe","Eastern Europe"
"HUN",1996,"Hungary",4.647,-0.63,12.358,-7.081,"Europe","Eastern Europe"
"HUN",1973,"Hungary",18.943,0.523,7.661,10.759,"Europe","Eastern Europe"
"HUN",2002,"Hungary",-3.348,-1.503,1.162,-3.007,"Europe","Eastern Europe"
"HUN",2006,"Hungary",-2.385,0.135,-7.41,4.89,"Europe","Eastern Europe"
"HUN",2011,"Hungary",0.059,0.239,-5.019,4.84,"Europe","Eastern Europe"
"HUN",1978,"Hungary",21.091,-0.093,7.062,14.122,"Europe","Eastern Europe"
"HUN",1983,"Hungary",-12.519,-5.896,-0.303,-6.32,"Europe","Eastern Europe"
"HUN",1988,"Hungary",-14.975,-4.931,-1.178,-8.866,"Europe","Eastern Europe"
"HUN",1979,"Hungary",-3.19,0.733,4.581,-8.503,"Europe","Eastern Europe"
"HUN",1967,"Hungary",-8.517,-16.119,4.779,2.823,"Europe","Eastern Europe"
"HUN",1989,"Hungary",-9.984,-8.595,2.01,-3.399,"Europe","Eastern Europe"
"HUN",1974,"Hungary",7.627,-4.699,3.155,9.17,"Europe","Eastern Europe"
"HUN",1970,"Hungary",15.398,1.721,3.937,9.74,"Europe","Eastern Europe"
"HUN",1985,"Hungary",2.74,-1.605,2.102,2.243,"Europe","Eastern Europe"
"HUN",1999,"Hungary",0.058,1.899,1.498,-3.338,"Europe","Eastern Europe"
"HUN",1984,"Hungary",4.791,-2.489,1.82,5.46,"Europe","Eastern Europe"
"HUN",2017,"Hungary",12.592,0.565,5.979,6.048,"Europe","Eastern Europe"
"HUN",2019,"Hungary",-0.049,-2.798,1.885,0.865,"Europe","Eastern Europe"
"HUN",2015,"Hungary",11.95,0.955,5.911,5.084,"Europe","Eastern Europe"
"HUN",1977,"Hungary",14.872,1.605,5.353,7.915,"Europe","Eastern Europe"
"HUN",1969,"Hungary",13.139,1.558,5.187,6.393,"Europe","Eastern Europe"
"HUN",1981,"Hungary",-3.423,0.454,2.121,-5.998,"Europe","Eastern Europe"
"HUN",1972,"Hungary",7.14,-2.931,3.004,7.066,"Europe","Eastern Europe"
"HUN",2018,"Hungary",2.07,-1.406,-3.117,6.593,"Europe","Eastern Europe"
"HUN",1980,"Hungary",1.068,-1.861,6.798,-3.869,"Europe","Eastern Europe"
"HUN",2014,"Hungary",-1.342,-0.306,-9.605,8.569,"Europe","Eastern Europe"
"HUN",2016,"Hungary",3.776,-1.72,6.256,-0.76,"Europe","Eastern Europe"
"HUN",1966,"Hungary",2.414,-5.199,3.259,4.353,"Europe","Eastern Europe"
"HUN",1987,"Hungary",4.678,-0.047,-0.786,5.51,"Europe","Eastern Europe"
"HUN",2013,"Hungary",-11.386,-3.777,-6.598,-1.011,"Europe","Eastern Europe"
"IDN",1968,"Indonesia",3.672,-0.326,0.102,3.897,"Asia","South-eastern Asia"
"IDN",1974,"Indonesia",8.234,0.07,3.319,4.845,"Asia","South-eastern Asia"
"IDN",1971,"Indonesia",3.244,0.151,0.142,2.951,"Asia","South-eastern Asia"
"IDN",1970,"Indonesia",4.974,-0.151,0.467,4.659,"Asia","South-eastern Asia"
"IDN",2002,"Indonesia",60.146,6.124,29.689,24.334,"Asia","South-eastern Asia"
"IDN",2003,"Indonesia",102.703,68.631,24.547,9.524,"Asia","South-eastern Asia"
"IDN",2004,"Indonesia",-9.287,-21.871,-33.56,46.144,"Asia","South-eastern Asia"
"IDN",1993,"Indonesia",43.301,8.146,13.095,22.059,"Asia","South-eastern Asia"
"IDN",1981,"Indonesia",25.963,0.198,-0.102,25.867,"Asia","South-eastern Asia"
"IDN",1982,"Indonesia",6.028,-0.174,-3.553,9.755,"Asia","South-eastern Asia"
"IDN",2001,"Indonesia",61.729,41.262,11.294,9.172,"Asia","South-eastern Asia"
"IDN",1973,"Indonesia",12.853,-0.384,-4.354,17.591,"Asia","South-eastern Asia"
"IDN",1979,"Indonesia",34.346,0.779,17.052,16.515,"Asia","South-eastern Asia"
"IDN",2012,"Indonesia",99.068,71.371,2.369,25.329,"Asia","South-eastern Asia"
"IDN",1976,"Indonesia",10.251,0,0.203,10.048,"Asia","South-eastern Asia"
"IDN",2007,"Indonesia",101.113,85.473,-24.693,40.333,"Asia","South-eastern Asia"
"IDN",2008,"Indonesia",-23.933,-54.79,50.526,-19.669,"Asia","South-eastern Asia"
"IDN",1997,"Indonesia",87.483,17.54,12.809,57.134,"Asia","South-eastern Asia"
"IDN",2006,"Indonesia",23.926,52.376,7.178,-35.627,"Asia","South-eastern Asia"
"IDN",1991,"Indonesia",49.483,0.478,25.957,23.048,"Asia","South-eastern Asia"
"IDN",1967,"Indonesia",-1.861,-0.547,1.147,-2.462,"Asia","South-eastern Asia"
"IDN",2013,"Indonesia",70.272,46.454,15.343,8.476,"Asia","South-eastern Asia"
"IDN",2019,"Indonesia",152.071,157.695,-7.112,1.488,"Asia","South-eastern Asia"
"IDN",2000,"Indonesia",93.753,16.105,5.134,72.513,"Asia","South-eastern Asia"
"IDN",1995,"Indonesia",51.179,5.761,14.753,30.665,"Asia","South-eastern Asia"
"IDN",1992,"Indonesia",58.451,8.885,17.909,31.657,"Asia","South-eastern Asia"
"IDN",2005,"Indonesia",32.24,36.101,1.914,-5.775,"Asia","South-eastern Asia"
"IDN",1994,"Indonesia",54.242,0.02,42.14,12.081,"Asia","South-eastern Asia"
"IDN",1986,"Indonesia",39.416,6.35,9.846,23.221,"Asia","South-eastern Asia"
"IDN",1978,"Indonesia",25.397,0.384,7.917,17.096,"Asia","South-eastern Asia"
"IDN",2015,"Indonesia",15.288,70.183,17.137,-72.032,"Asia","South-eastern Asia"
"IDN",2018,"Indonesia",171.915,123.671,13.132,35.112,"Asia","South-eastern Asia"
"IDN",1972,"Indonesia",6.596,0,-0.244,6.84,"Asia","South-eastern Asia"
"IDN",1975,"Indonesia",29.072,0.233,12.21,16.629,"Asia","South-eastern Asia"
"IDN",1988,"Indonesia",25.089,1.175,8.628,15.286,"Asia","South-eastern Asia"
"IDN",2010,"Indonesia",140.66,73.346,19.468,47.847,"Asia","South-eastern Asia"
"IDN",2011,"Indonesia",172.401,86.04,-13.133,99.493,"Asia","South-eastern Asia"
"IDN",1977,"Indonesia",52.04,0.081,26.898,25.061,"Asia","South-eastern Asia"
"IDN",2009,"Indonesia",52.218,19.333,24.061,8.823,"Asia","South-eastern Asia"
"IDN",1999,"Indonesia",89.244,37.452,25.928,25.865,"Asia","South-eastern Asia"
"IDN",1998,"Indonesia",-31.921,6.783,-11.125,-27.579,"Asia","South-eastern Asia"
"IDN",1989,"Indonesia",49.904,13.793,17.763,18.348,"Asia","South-eastern Asia"
"IDN",2017,"Indonesia",75.031,44.398,-14.154,44.788,"Asia","South-eastern Asia"
"IDN",1990,"Indonesia",52.676,-1.545,5.372,48.85,"Asia","South-eastern Asia"
"IDN",1996,"Indonesia",56.545,12.111,11.721,32.713,"Asia","South-eastern Asia"
"IDN",2014,"Indonesia",-137.022,-138.29,-4.637,5.905,"Asia","South-eastern Asia"
"IDN",1984,"Indonesia",28.765,0.14,15.225,13.401,"Asia","South-eastern Asia"
"IDN",1987,"Indonesia",25.408,9.548,4.669,11.191,"Asia","South-eastern Asia"
"IDN",2016,"Indonesia",21.738,25.597,-11.248,7.389,"Asia","South-eastern Asia"
"IDN",1985,"Indonesia",22.684,7.362,19.387,-4.064,"Asia","South-eastern Asia"
"IDN",1983,"Indonesia",18.141,0,23.142,-5.001,"Asia","South-eastern Asia"
"IDN",1969,"Indonesia",10.916,0.198,5.684,5.035,"Asia","South-eastern Asia"
"IDN",1980,"Indonesia",19.876,0.616,-4.365,23.624,"Asia","South-eastern Asia"
"IDN",1966,"Indonesia",-2.24,0.337,0.102,-2.679,"Asia","South-eastern Asia"
"IND",2007,"India",386.061,241.145,29.331,115.586,"Asia","Southern Asia"
"IND",2004,"India",194.464,134.711,22.422,37.331,"Asia","Southern Asia"
"IND",2010,"India",250.818,111.068,98.535,41.215,"Asia","Southern Asia"
"IND",2000,"India",188.96,114.477,12.393,62.09,"Asia","Southern Asia"
"IND",2001,"India",23.606,15.934,0.651,7.021,"Asia","Southern Asia"
"IND",1986,"India",107.639,63.843,17.172,26.624,"Asia","Southern Asia"
"IND",1968,"India",35.346,14.539,0.395,20.411,"Asia","Southern Asia"
"IND",1996,"India",134.777,46.869,16.539,71.369,"Asia","Southern Asia"
"IND",1983,"India",71.764,45.144,4.923,21.697,"Asia","Southern Asia"
"IND",1982,"India",14.915,-8.238,6.153,17.001,"Asia","Southern Asia"
"IND",1993,"India",61.494,51.369,2.324,7.801,"Asia","Southern Asia"
"IND",2009,"India",432.949,250.755,91.204,90.99,"Asia","Southern Asia"
"IND",2003,"India",149.712,95.362,18.725,35.626,"Asia","Southern Asia"
"IND",1977,"India",49.975,27.311,0.878,21.785,"Asia","Southern Asia"
"IND",1971,"India",22.882,6.063,0.378,16.441,"Asia","Southern Asia"
"IND",1992,"India",132.647,80.379,15.239,37.029,"Asia","Southern Asia"
"IND",2012,"India",365.122,294.917,-45.868,116.073,"Asia","Southern Asia"
"IND",2005,"India",275.555,212.585,36.565,26.405,"Asia","Southern Asia"
"IND",2016,"India",339.351,85.336,29.841,224.173,"Asia","Southern Asia"
"IND",2008,"India",315.652,223.748,11.774,80.13,"Asia","Southern Asia"
"IND",1989,"India",161.055,94.384,15.4,51.272,"Asia","Southern Asia"
"IND",1987,"India",117.074,90.39,9.177,17.507,"Asia","Southern Asia"
"IND",1984,"India",76.46,39.263,4.483,32.714,"Asia","Southern Asia"
"IND",2017,"India",290.514,166.81,29.446,94.259,"Asia","Southern Asia"
"IND",1973,"India",8.323,-6.234,-0.019,14.576,"Asia","Southern Asia"
"IND",2002,"India",181.339,85.731,11.267,84.341,"Asia","Southern Asia"
"IND",1991,"India",106.294,81.853,13.181,11.261,"Asia","Southern Asia"
"IND",1972,"India",44.511,24.811,0.65,19.051,"Asia","Southern Asia"
"IND",1981,"India",119.867,82.578,8.451,28.839,"Asia","Southern Asia"
"IND",1974,"India",54.958,59.407,0.967,-5.416,"Asia","Southern Asia"
"IND",2019,"India",113.153,17.312,15.895,79.946,"Asia","Southern Asia"
"IND",1994,"India",115.002,47.662,11.898,55.442,"Asia","Southern Asia"
"IND",2006,"India",183.975,94.313,15.516,74.147,"Asia","Southern Asia"
"IND",1988,"India",140.59,73.928,11.928,54.734,"Asia","Southern Asia"
"IND",1995,"India",209.305,94.326,22.209,92.769,"Asia","Southern Asia"
"IND",2018,"India",478.046,305.738,43.558,128.75,"Asia","Southern Asia"
"IND",1999,"India",90.299,-17.025,5.805,101.519,"Asia","Southern Asia"
"IND",2014,"India",459.778,404.285,-5.177,60.671,"Asia","Southern Asia"
"IND",1997,"India",161.703,77.441,17.209,67.053,"Asia","Southern Asia"
"IND",1970,"India",-23.486,-24.032,1.583,-1.037,"Asia","Southern Asia"
"IND",1975,"India",47.927,39.05,2.327,6.55,"Asia","Southern Asia"
"IND",1976,"India",40.578,23.129,2.284,15.166,"Asia","Southern Asia"
"IND",2011,"India",266.133,165.701,13.243,87.189,"Asia","Southern Asia"
"IND",1979,"India",67.681,36.829,3.754,27.098,"Asia","Southern Asia"
"IND",2013,"India",212.173,265.095,-66.798,13.876,"Asia","Southern Asia"
"IND",1998,"India",152.971,58.417,20.902,73.652,"Asia","Southern Asia"
"IND",1990,"India",140.871,96.084,19.023,25.764,"Asia","Southern Asia"
"IND",1978,"India",9.261,-19.682,1.612,27.331,"Asia","Southern Asia"
"IND",1967,"India",12.976,6.87,0.896,5.211,"Asia","Southern Asia"
"IND",1985,"India",87.543,39.086,7.888,40.569,"Asia","Southern Asia"
"IND",1966,"India",16.453,-0.992,0.291,17.155,"Asia","Southern Asia"
"IND",1969,"India",65.965,27.017,0.791,38.158,"Asia","Southern Asia"
"IND",1980,"India",31.588,32.072,-7.828,7.343,"Asia","Southern Asia"
"IND",2015,"India",255.618,89.886,-6.947,172.679,"Asia","Southern Asia"
"IRL",2008,"Ireland",-3.34,-0.582,2.373,-5.131,"Europe","Northern Europe"
"IRL",1982,"Ireland",-0.531,1.326,5.669,-7.526,"Europe","Northern Europe"
